deputy_name,deputy_state,political_party,refund_description,company_name,company_id,refund_date,refund_value,party_pg,party_en,party_tse,party_regdate,party_nmembers,party_ideology1,party_ideology2,party_ideology3,party_ideology4,party_position
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,3.06597005085e+11,2016-07-11T00:00:00,150.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,EUROPOSTO COM. DE COMB. E DERIV. DE PETROLEO LTDA,5.68966700017e+12,2016-11-19T00:00:00,199.41,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,COMERCIAL DE COMBUSTIVEIS CIDADE JARDIM LTDA,2.37796200019e+12,2016-12-20T00:00:00,100.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,ESR-COMERCIO DE COMBUSTIVEIS E SERVIÇOS LTDA,8.83436000176e+11,2016-11-17T00:00:00,50.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,ECOPOSTOS COMBUSTIVEIS E SERVIÇOS LTDA,4.42046400037e+12,2016-11-08T00:00:00,100.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,DILUBRA COMERCIAL DE COMBUST. E MAQ. LTDA,1.38728410002e+13,2016-01-22T00:00:00,139.46,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,D & B COMERCIAL LTDA,5.54897600012e+12,2016-04-04T00:00:00,100.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,COML. DE COMBUSTIVEIS CIDADE JARDIM LTDA,2.37796200019e+12,2016-08-11T00:00:00,157.59,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,COML. DE COMBUSTIVEIS CIDADE JARDIM LTDA,2.37796200019e+12,2016-04-07T00:00:00,133.82,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,COMERCIO DE PETROLEO R.S SILVA LTDA,1.37124350001e+13,2016-02-03T00:00:00,150.47,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,COMERCIAL DE COMBUSTIVEIS CIDADE JARDIM LTDA,2.37796200019e+12,2016-12-15T00:00:00,50.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,COMERCIAL DE COMBUSTIVEIS CIDADE JARDIM LTDA,2.37796200019e+12,2016-12-28T00:00:00,172.01,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,COMERCIAL DE COMBUSTIVEIS CIDADE JARDIM LTDA,2.37796200019e+12,2016-11-10T00:00:00,100.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,3.06597005085e+11,2016-08-25T00:00:00,50.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,COMERCIAL DE COMBUSTIVEIS CIDADE JARDIM LTDA,2.37796200019e+12,2016-10-18T00:00:00,100.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,COMERCIAL DE COMB. CIDADE JARDIM LTDA,2.37796200019e+12,2016-03-10T00:00:00,150.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,COMERCIAL DE COMB. CIDADE JARDIM LTDA,2.37796200019e+12,2016-02-26T00:00:00,100.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,CASCOL COMBUSTÍVEIS PARA VEÍVULOS LTDA,3.06597006723e+11,2016-02-29T00:00:00,150.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,PETROIL COMBUSTIVEIS LTDA,2.07228600065e+12,2016-04-09T01:00:00,150.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,Paraíso Comércio de Derivados de Petróleo e Serviços Ltda,3.40607640002e+13,2016-10-28T00:00:00,100.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,Pacifico Comércio e Serviços de Combustíveis Ltda,6.94862300018e+12,2016-08-10T00:00:00,50.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,POSTO KALILANDIA LTDA,1.5151046002e+13,2016-04-01T00:00:00,336.39,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,POSTO KALILANDIA LTDA,1.5151046002e+13,2016-03-13T00:00:00,245.02,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,POSTO KALILANDIA LTDA,1.5151046002e+13,2016-12-14T00:00:00,50.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,POSTO KALILANDIA LTDA,1.51510460012e+13,2016-07-03T00:00:00,150.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,POSTO KALILANDIA LTDA,1.51510460012e+13,2016-05-20T00:00:00,50.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,POSTO KALILANDIA LTDA,1.51510460012e+13,2016-02-18T00:00:00,240.42,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,POSTO KALILANDIA LTDA,1.51510460003e+13,2016-04-29T00:00:00,150.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,Pacifico Comércio e Serviços de Combustíveis Ltda,6.94862300018e+12,2016-06-11T00:00:00,262.36,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,Pacifico Comércio e Serviços de Combustíveis Ltda,6.94862300018e+12,2016-05-22T00:00:00,224.53,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,Pacifico Comércio e Serviços de Combustíveis Ltda,6.94862300018e+12,2016-01-19T00:00:00,148.21,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,Pacifico Comércio e Serviços de Combustíveis Ltda,6.94862300018e+12,2016-11-23T00:00:00,100.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,Pacifico Comércio e Serviços de Combustíveis Ltda,6.94862300018e+12,2016-01-09T00:00:00,352.95,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,Pacifico Comércio e Serviços de Combustíveis Ltda,6.94862300018e+12,2016-12-30T00:00:00,200.02,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,Pacifico Comércio e Serviços de Combustíveis Ltda,6.94862300018e+12,2016-12-28T00:00:00,110.01,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,Pacifico Comércio e Serviços de Combustíveis Ltda,6.94862300018e+12,2016-12-16T00:00:00,150.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,Pacifico Comércio e Serviços de Combustíveis Ltda,6.94862300018e+12,2016-12-12T00:00:00,100.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,Pacifico Comércio e Serviços de Combustíveis Ltda,6.94862300018e+12,2016-12-10T00:00:00,240.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,POSTO KALILANDIA LTDA,1.5151046002e+13,2016-04-26T00:00:00,60.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,POSTO KALILANDIA LTDA,1.5151046002e+13,2016-05-05T00:00:00,50.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,POSTO KALILANDIA LTDA,1.51510460003e+13,2016-03-26T00:00:00,209.71,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,POSTO KALILANDIA LTDA,1.5151046002e+13,2016-06-06T00:00:00,45.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,Pacifico Comércio e Serviços de Combustíveis Ltda,6.94862300018e+12,2016-08-06T00:00:00,120.41,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,Pacifico Comércio e Serviços de Combustíveis Ltda,6.94862300018e+12,2016-07-04T00:00:00,150.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,Pacifico Comércio e Serviços de Combustíveis Ltda,6.94862300018e+12,2016-06-30T00:00:00,205.92,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,Pacifico Comércio e Serviços de Combustíveis Ltda,6.94862300018e+12,2016-06-25T00:00:00,208.36,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,Pacifico Comércio e Serviços de Combustíveis Ltda,6.94862300018e+12,2016-06-11T00:00:00,50.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,POSTO JT COMERCIO DE DERIVADOS DE PETROLEO LTDA,3.71284770002e+13,2016-08-01T00:00:00,180.14,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,POSTO JT COMERCIO DE DERIVADOS DE PETROLEO LTDA,3.71284770002e+13,2016-12-11T00:00:00,160.02,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,Pacifico Comércio e Serviços de Combustíveis Ltda,6.94862300018e+12,2016-12-14T00:00:00,50.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,3.06597003112e+11,2016-03-08T00:00:00,100.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,POSTO KALILANDIA LTDA,1.5151046002e+13,2016-06-13T00:00:00,164.86,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,POSTO KALILANDIA LTDA,1.5151046002e+13,2016-11-17T00:00:00,100.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,POSTO KALILANDIA LTDA,1.5151046002e+13,2016-11-07T00:00:00,40.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,POSTO KALILANDIA LTDA,1.5151046002e+13,2016-08-26T00:00:00,50.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,POSTO KALILANDIA LTDA,1.5151046002e+13,2016-08-13T00:00:00,50.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,POSTO KALILANDIA LTDA,1.5151046002e+13,2016-08-05T00:00:00,50.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,POSTO KALILANDIA LTDA,1.5151046002e+13,2016-08-03T00:00:00,253.35,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,POSTO KALILANDIA LTDA,1.5151046002e+13,2016-07-08T00:00:00,50.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,POSTO KALILANDIA LTDA,1.5151046002e+13,2016-06-21T00:00:00,50.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,POSTO KALILANDIA LTDA,1.5151046002e+13,2016-12-16T00:00:00,100.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,AUTO POSTO J. RIBEIRO LTDA,1.14573400002e+13,2016-03-26T00:00:00,136.58,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,AUTO POSTO VITORIA 2 LTDA,1.50830670001e+13,2016-06-24T00:00:00,50.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,Auto Shopping Derivados de Petroleo Ltda,3.70633280013e+13,2016-02-02T00:00:00,100.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,J.A. SOBRAL & CIA LTDA,1.37991010001e+13,2016-10-18T00:00:00,50.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,J.A. SOBRAL & CIA LTDA,1.37991010001e+13,2016-08-19T00:00:00,50.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,J.A. SOBRAL & CIA LTDA,1.37991010001e+13,2016-08-09T00:00:00,100.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,J&J COMBUSTÍVEIS LTDA,6.11513000016e+12,2016-12-17T00:00:00,168.05,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,ITAPOAN DISTRIBUIDORA DE DER. DE PETROLEO,1.98461000013e+12,2016-06-22T00:00:00,140.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,HP COMERCIO E DERIVADOS DE PETROLEO LTDA,2.8180120004e+12,2016-04-29T00:00:00,183.71,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,HP COMERCIO E DERIVADOS DE PETROLEO LTDA,2.81801200032e+12,2016-11-10T00:00:00,50.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,HP COMERCIO E DERIVADOS DE PETROLEO LTDA,2.81801200023e+12,2016-12-09T00:00:00,50.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,HP COMERCIO E DERIVADOS DE PETROLEO LTDA,2.81801200023e+12,2016-11-11T00:00:00,50.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,HP COMÉRCIO E DERIVADOS DE PETRÓLEO LTDA,2.81801200023e+12,2016-04-26T00:00:00,20.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,HIPER POSTO CAMINHO DAS ÁRVORES LTDA,3.42767660001e+13,2016-08-02T00:00:00,50.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,HIPER POSTO CAMINHO DAS ÁRVORES LTDA,3.42767660001e+13,2016-01-14T00:00:00,50.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
JOSÉ CARLOS ALELUIA,BA,DEM,FUEL COSTS,GRAZIELY ALMEIDA EVANGELISTA EPP,2.01335550001e+13,2016-10-02T00:00:00,165.0,Democratas,Democrats,25,11-09-86,1095712,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
